timestamp,open_time,price,open,high,low,volume,rsi,macd,macd_signal,macd_hist,bb_width,bb_position,atr,atr_pct,volume_ratio,momentum_1h,momentum_4h,stoch_k,stoch_d,ema_cross,news_sentiment,news_score,news_confidence,news_suggestion
2025-12-16T00:11:42.391491,2025-12-15 22:00:00,86063.08,86238.65,86238.65,86000.02,25.87072,55.37649326751761,-394.91405936116644,-538.6671396951417,143.75308033397528,0.00961925169080981,0.6410599596452691,365.53999999999877,0.4247349734636487,0.28717584783575867,0.005266539114752389,0.0020196855009586567,51.606054836253094,63.29289225312584,-0.0028066470142586748,NEUTRAL,-0.05000000000000001,0.6,HOLD
2025-12-16T00:27:56.202336,2025-12-15 22:15:00,85970.0,86043.02,86085.27,85823.52,20.76182,45.3236393264078,-371.49847945007787,-505.48944552601046,133.9909660759326,0.0091965422820557,0.5454696567702402,343.53499999999934,0.39959869721995966,0.2395131645649556,-0.0011869110755441392,0.004392596585602648,42.744668697639135,56.40366894656236,-0.0026211912325110115,NEUTRAL,0.13333333333333333,0.6,HOLD
2025-12-16T00:44:15.838385,2025-12-15 22:30:00,86098.12,86013.65,86112.0,85934.22,18.03863,52.477887965692894,-334.7561530770763,-470.7855200625869,136.0293669855106,0.00931559691821642,0.6863549946322637,312.88642857142776,0.36340680675887904,0.2369339708129294,0.000908742681203556,0.003842433637687215,66.95555323518099,54.51767996897534,-0.0022127740451605227,NEUTRAL,0.05000000000000001,0.6,HOLD
2025-12-16T01:00:52.565064,2025-12-15 22:45:00,86205.64,86039.69,86258.04,85968.02,18.13027,51.779327975631865,-299.9048935535684,-437.35514193006077,137.45024837649237,0.0093822873233248,0.7946801983601166,297.76857142857,0.345416577649177,0.2543912370497513,-0.00038277500865324665,0.00012355706520761345,83.28122909241291,63.45299668661676,-0.0018325549425026691,NEUTRAL,0.13333333333333333,0.6,HOLD
2025-12-16T01:13:24.024886,2025-12-15 23:00:00,86407.28,86260.85,86447.27,86180.52,24.3939,54.26314929621047,-246.04457263565564,-398.3883447780667,152.34377214241107,0.010522062254260896,0.9538572529167844,300.6892857142853,0.34799068517639403,0.35308117308509107,0.004233463678982918,0.0048856120179776585,95.68263770431577,81.95214011793881,-0.0011635108882427944,NEUTRAL,0.06666666666666665,0.6,HOLD
2025-12-16T01:30:45.428140,2025-12-15 23:15:00,86197.52,86446.12,86446.12,86112.97,31.38716,51.00380450687732,-218.4575099737558,-361.82847723253195,143.37096725877615,0.009940878214646946,0.6970237382767738,306.36857142857065,0.3554262018542652,0.4649504930313628,0.0021375674514954035,0.0008172802228518794,71.28286180917836,86.46711438927277,-0.000936440768504697,NEUTRAL,0.13333333333333333,0.6,HOLD
2025-12-16T01:48:17.099303,2025-12-15 23:45:00,86438.2,86463.18,86463.73,86428.77,6.61691,64.53032371944317,-141.04290945181856,-287.30592154414813,146.26301209232957,0.011164422066955669,0.875255042897616,276.0928571428563,0.3194106970562278,0.11824513258833538,0.002055973248582532,0.0033911007199747267,96.64295874822186,90.2340937428656,-0.00011006714797155683,NEUTRAL,0.19999999999999998,0.6,HOLD
2025-12-16T02:04:32.098530,2025-12-16 00:00:00,86386.4,86437.26,86438.7,86301.64,10.47333,60.07923993268582,-117.9387320583628,-253.44448979645531,135.5057577380925,0.011554859235107193,0.790405717232153,266.1528571428561,0.30809578491852435,0.20056497678236238,-0.0007614609825564722,0.007396081055441428,90.31507321094954,95.25614246999925,5.4372738664527237e-05,NEUTRAL,0.033333333333333326,0.6,HOLD
2025-12-16T02:20:39.618966,2025-12-16 00:15:00,86309.0,86324.99,86324.99,86151.66,7.04917,62.20189779352907,-108.390403524274,-225.21736758811645,116.82696406384244,0.011610067599406552,0.705553319819291,270.6578571428555,0.3135916962806376,0.14102746262042112,0.0009686231958350167,0.006634698753699375,78.9640348328008,85.05147273192848,2.1183314779077902e-05,NEUTRAL,-0.1166666666666667,0.6,HOLD
2025-12-16T02:36:49.357464,2025-12-16 00:30:00,86185.63,86351.64,86351.65,86185.63,6.46772,63.03090075308971,-103.05146966697066,-200.23981866818917,97.18834900121851,0.011682850505119384,0.5806693577987202,268.8221428571404,0.3119106315718066,0.13451614358755798,-0.00327078836269179,0.002974746540818529,65.04268842692683,76.28268053836332,-6.473505762308871e-05,BEARISH,-0.65,0.6,STRONG_SELL
